system:index,air_temp,elevation,lat,lng,lst,lulc,year,.geo
162,25.258976513936602,82,25.3040590151452,82.9746009722775,25.678906700000027,3,1996,"{""type"":""Point"",""coordinates"":[82.9746009722775,25.3040590151452]}"
163,25.22233446199607,83,25.261024119932088,82.79008799163026,18.29940152000006,3,1996,"{""type"":""Point"",""coordinates"":[82.79008799163026,25.261024119932088]}"
164,25.152285946014217,82,25.549932435588275,82.80687438982211,23.547771230000023,3,1996,"{""type"":""Point"",""coordinates"":[82.80687438982211,25.549932435588275]}"
165,25.24328663272945,79,25.25018070441826,82.88409189540839,18.986423540000033,3,1996,"{""type"":""Point"",""coordinates"":[82.88409189540839,25.25018070441826]}"
166,25.20732103983562,85,25.259251861840536,82.68749946006047,26.8581236,1,1996,"{""type"":""Point"",""coordinates"":[82.68749946006047,25.259251861840536]}"
167,25.22233446199607,85,25.332381750947583,82.80463588515026,26.054888900000037,1,1996,"{""type"":""Point"",""coordinates"":[82.80463588515026,25.332381750947583]}"
168,25.211508664692815,70,25.51641690475845,83.1682616032554,24.53045198000001,3,1996,"{""type"":""Point"",""coordinates"":[83.1682616032554,25.51641690475845]}"
169,25.162025930674645,83,25.493949341519524,82.87608674108705,22.045551440000054,1,1996,"{""type"":""Point"",""coordinates"":[82.87608674108705,25.493949341519524]}"
170,25.435389631088242,82,25.238207974485892,82.84867061413482,20.14171429999999,3,1996,"{""type"":""Point"",""coordinates"":[82.84867061413482,25.238207974485892]}"
171,25.152285946014217,80,25.45902671641122,82.76898391610301,22.33095610999999,3,1996,"{""type"":""Point"",""coordinates"":[82.76898391610301,25.45902671641122]}"
172,25.24328663272945,78,25.309663823100372,82.90979920766078,26.16084752000006,2,1996,"{""type"":""Point"",""coordinates"":[82.90979920766078,25.309663823100372]}"
173,25.162025930674645,82,25.47130391777325,82.90133761777304,21.341439320000006,1,1996,"{""type"":""Point"",""coordinates"":[82.90133761777304,25.47130391777325]}"
